NANTAHALLA,3/13/14,2:05,0.0,0.0,0.0,1.73,0.0,1.51
NANTAHALLA,3/13/14,2:07,0.0,0.0,0.0,1.21,0.0,1.51
NANTAHALLA,3/13/14,2:08,0.0,0.0,0.0,1.29,0.0,1.15
NANTAHALLA,3/13/14,2:10,0.0,0.0,0.0,1.93,0.0,1.25
NANTAHALLA,3/13/14,2:11,0.0,0.0,0.0,1.75,0.0,1.29
NANTAHALLA,3/13/14,2:13,0.0,0.0,0.0,0.27,0.0,1.24
NANTAHALLA,3/13/14,2:14,0.0,0.0,0.0,0.69,0.0,1.8
NANTAHALLA,3/13/14,2:15,0.0,0.0,0.0,1.91,0.0,1.41
NANTAHALLA,3/13/14,2:17,0.0,0.0,0.0,1.12,0.0,0.74
NANTAHALLA,3/13/14,2:18,0.0,0.0,0.0,1.77,0.0,1.37
NANTAHALLA,3/13/14,2:20,0.0,0.0,0.0,1.64,0.0,1.06
NANTAHALLA,3/13/14,2:21,0.0,0.0,0.0,0.75,0.0,0.58
NANTAHALLA,3/13/14,2:23,0.0,0.0,0.0,0.61,0.0,1.27
NANTAHALLA,3/13/14,2:24,0.0,0.0,0.0,0.21,0.0,1.95
NANTAHALLA,3/13/14,2:25,0.0,0.0,0.0,1.31,0.0,1.53
NANTAHALLA,3/13/14,2:27,0.0,0.0,0.0,0.43,0.0,1.7
NANTAHALLA,3/13/14,2:28,0.0,0.0,0.0,1.08,0.0,1.39
NANTAHALLA,3/13/14,2:30,0.0,0.0,0.0,1.5,0.0,0.64
NANTAHALLA,3/13/14,2:31,0.0,0.0,0.0,1.14,0.0,0.99
NANTAHALLA,3/13/14,2:33,0.0,0.0,0.0,1.46,0.0,0.69
NANTAHALLA,3/13/14,2:34,0.0,0.0,0.0,0.81,0.0,0.94
NANTAHALLA,3/13/14,2:36,0.0,0.0,0.0,1.66,0.0,1.79
NANTAHALLA,3/13/14,2:37,0.0,0.0,0.0,0.94,0.0,0.74
NANTAHALLA,3/13/14,2:38,0.0,0.0,0.0,0.18,0.0,1.58
NANTAHALLA,3/13/14,2:40,0.0,0.0,0.0,1.63,0.0,1.76
NANTAHALLA,3/13/14,2:41,0.0,0.0,0.0,1.54,0.0,1.18
NANTAHALLA,3/13/14,2:43,0.0,0.0,0.0,1.27,0.0,0.88
NANTAHALLA,3/13/14,2:44,0.0,0.0,0.0,0.66,0.0,0.89
NANTAHALLA,3/13/14,2:46,0.0,0.0,0.0,0.35,0.0,0.97
NANTAHALLA,3/13/14,2:47,0.0,0.0,0.0,1.86,0.0,1.41
NANTAHALLA,3/13/14,2:49,0.0,0.0,0.0,0.18,0.0,1.7
NANTAHALLA,3/13/14,2:50,0.0,0.0,0.0,1.74,0.0,1.81
NANTAHALLA,3/13/14,2:51,0.0,0.0,0.0,1.01,0.0,1.41
NANTAHALLA,3/13/14,2:53,0.0,0.0,0.0,0.42,0.0,1.98
NANTAHALLA,3/13/14,2:54,0.0,0.0,0.0,0.99,0.0,1.2
NANTAHALLA,3/13/14,2:56,0.0,0.0,0.0,1.54,0.0,1.27
NANTAHALLA,3/13/14,2:57,0.0,0.0,0.0,1.89,0.0,0.69
NANTAHALLA,3/13/14,2:59,0.0,0.0,0.0,0.72,0.0,0.86
NANTAHALLA,3/13/14,3:00,0.0,0.0,0.0,1.94,0.0,0.5
NANTAHALLA,3/13/14,3:01,0.0,0.0,0.0,1.08,0.0,1.19
NANTAHALLA,3/13/14,3:03,0.0,0.0,0.0,0.65,0.0,0.99
NANTAHALLA,3/13/14,3:04,0.0,0.0,0.0,0.83,0.0,1.92
NANTAHALLA,3/13/14,3:06,0.0,0.0,0.0,0.35,0.0,1.04
NANTAHALLA,3/13/14,3:07,0.0,0.0,0.0,1.93,0.0,1.74
NANTAHALLA,3/13/14,3:09,0.0,0.0,0.0,0.96,0.0,0.95
NANTAHALLA,3/13/14,3:10,0.0,0.0,0.0,0.43,0.0,1.88
NANTAHALLA,3/13/14,3:12,0.0,0.0,0.0,0.04,0.0,1.58
NANTAHALLA,3/13/14,3:13,0.0,0.0,0.0,0.9,0.0,1.51
NANTAHALLA,3/13/14,3:14,0.0,0.0,0.0,0.41,0.0,1.21
NANTAHALLA,3/13/14,3:16,0.0,0.0,0.0,1.75,0.0,1.93
NANTAHALLA,3/13/14,3:17,0.0,0.0,0.0,0.21,0.0,1.57
NANTAHALLA,3/13/14,3:19,0.0,0.0,0.0,1.47,0.0,0.67
NANTAHALLA,3/13/14,3:20,0.0,0.0,0.0,1.72,0.0,1.02
NANTAHALLA,3/13/14,3:22,0.0,0.0,0.0,1.29,0.0,1.15
NANTAHALLA,3/13/14,3:23,0.0,0.0,0.0,0.15,0.0,0.77
NANTAHALLA,3/13/14,3:25,0.0,0.0,0.0,1.34,0.0,1.43
NANTAHALLA,3/13/14,3:26,0.0,0.0,0.0,1.49,0.0,0.53
NANTAHALLA,3/13/14,3:27,0.0,0.0,0.0,0.73,0.0,1.34
NANTAHALLA,3/13/14,3:29,0.0,0.0,0.0,1.25,0.0,1.68
NANTAHALLA,3/13/14,3:30,0.0,0.0,0.0,0.32,0.0,1.24
NANTAHALLA,3/13/14,3:32,0.0,0.0,0.0,0.48,0.0,1.46
NANTAHALLA,3/13/14,3:33,0.0,0.0,0.0,0.58,0.0,1.57
NANTAHALLA,3/13/14,3:35,0.0,0.0,0.0,1.78,0.0,1.09
